CondRecNo.	Material	Material Number	Amount	Valid From	Valid to	SOrg.	DChl
0000156548	000000000000008676	SHANGHAI KNIGHTS (DVD) OTH	44.42	30.12.2009	31.12.9999	101	10
0000156549	000000000000008677	LAUREL CANYON (DVD) OTH	37.02	30.12.2009	31.12.9999	101	10
0000156550	000000000000008690	GROWNUPS (DVD) OTH	29.61	30.12.2009	31.12.9999	101	10
0000156551	000000000000008725	EQUILIBRIUM (DVD) OTH	74.06	30.12.2009	31.12.9999	101	10
0000156552	000000000000008726	TAIL STING (DVD) OTH	29.61	30.12.2009	31.12.9999	101	10
0000156553	000000000000008740	DOG GONE LOVE (DVD) OTH	24.45	30.12.2009	31.12.9999	101	10
0000156554	000000000000008741	MAX (DVD) OTH	24.45	30.12.2009	31.12.9999	101	10
0000156555	000000000000008742	SWEET DECEPTION (DVD) OTH	29.61	30.12.2009	31.12.9999	101	10
0000156556	000000000000008756	REUNION (DVD) OTH	29.61	30.12.2009	31.12.9999	101	10
0000156557	000000000000008757	SINGLE LOVE MISSY (DVD) OTH	29.61	30.12.2009	31.12.9999	101	10
0000156558	000000000000008764	SHELTER  (DVD) OTH	29.61	30.12.2009	31.12.9999	101	10
0000156559	000000000000008776	TRAIN , THE (DVD) OTH	29.61	30.12.2009	31.12.9999	101	10
0000156560	000000000000008777	JIM & JANE - COMPROMISING SIT. (DVD) OTH	29.61	30.12.2009	31.12.9999	101	10
0000156561	000000000000008779	REUNITED (DVD)OTH	29.61	30.12.2009	31.12.9999	101	10
0000156562	000000000000008780	OF A FEATHER (DVD)OTH	24.45	30.12.2009	31.12.9999	101	10
0000156563	000000000000008783	PLEASURE OF SIN DVD (OTH)	29.61	30.12.2009	31.12.9999	101	10
0000156564	000000000000008784	WOMAN HUNTED ,A (DVD) OTH	29.61	30.12.2009	31.12.9999	101	10
0000156565	000000000000008796	OUT FOR BLOOD (DVD) OTH	29.61	30.12.2009	31.12.9999	101	10
0000156566	000000000000008797	SHAOLIN SOCCER (DVD) OTH	24.45	30.12.2009	31.12.9999	101	10
0000156567	000000000000008798	SWIMMING UPSTREAM (DVD) OTH	44.42	30.12.2009	31.12.9999	101	10
0000156568	000000000000008799	THEY (DVD) OTH	37.02	30.12.2009	31.12.9999	101	10
0000156569	000000000000008801	TATTOO , A LOVE STORY (DVD)OTH	29.61	30.12.2009	31.12.9999	101	10
0000156570	000000000000008802	INHERITANCE (DVD)OTH	29.61	30.12.2009	31.12.9999	101	10
0000156571	000000000000008816	CONFIDENCE (DVD) OTH	44.42	30.12.2009	31.12.9999	101	10
0000156572	000000000000008818	BLUE CAR  (DVD) OTH	44.42	30.12.2009	31.12.9999	101	10
0000156573	000000000000008819	DIRTY PRETTY THINGS (DVD) OTH	44.42	30.12.2009	31.12.9999	101	10
0000156574	000000000000008899	BRUCE ALMIGHTY RETAIL (DVD) OTH	44.42	30.12.2009	31.12.9999	101	10
0000156575	000000000000008948	EVELYN  (DVD)OTH	37.02	30.12.2009	31.12.9999	101	10
0000156576	000000000000008957	MY BOSS'S DAUGHTER (DVD) OTH	24.45	30.12.2009	31.12.9999	101	10
0000156577	000000000000008959	ANITA & ME (DVD)OTH	37.02	30.12.2009	31.12.9999	101	10
0000156578	000000000000008974	SHANGHAI DOUBLE PACK (DVD) OTH	148.13	30.12.2009	31.12.9999	101	10
0000156579	000000000000008979	PROPHECY 3 (DVD) OTH	29.61	30.12.2009	31.12.9999	101	10
0000156580	000000000000008991	DECOYS (DVD) OTH	24.45	30.12.2009	31.12.9999	101	10
0000156581	000000000000008992	KILL BILL VOL 1 (DVD) OTH	44.42	30.12.2009	31.12.9999	101	10
0000156582	000000000000008995	TOUGH LUCK (DVD)OTH	24.45	30.12.2009	31.12.9999	101	10
0000156583	000000000000009001	NIGHTSTALKER (DVD)OTH	29.61	30.12.2009	31.12.9999	101	10
0000156584	000000000000009041	PERFECT HUSBAND (DVD) OTH	29.61	30.12.2009	31.12.9999	101	10
0000156585	000000000000009052	SCARY MOVIE 3 (DVD) OTH	44.42	30.12.2009	31.12.9999	101	10
0000156586	000000000000009053	I'LL BE THERE (DVD)OTH	29.61	30.12.2009	31.12.9999	101	10
0000156587	000000000000009054	SEABISCUIT (DVD) OTH	44.42	30.12.2009	31.12.9999	101	10
0000156588	000000000000009126	THERE'S A ZULU ON MY STOEP (DVD) OTH	59.25	30.12.2009	31.12.9999	101	10
0000156589	000000000000009127	YOU MUST BE JOKING 1 - (DVD)OTH	59.25	30.12.2009	31.12.9999	101	10
0000156590	000000000000009128	OH SCHUCKS IT'S UNTAG - (DVD) OTH	59.25	30.12.2009	31.12.9999	101	10
0000156591	000000000000009172	BUFFALO SOLDIERS (DVD) OTH	44.42	30.12.2009	31.12.9999	101	10
0000156592	000000000000009173	BUTTERFLY MAN (DVD)OTH	29.61	30.12.2009	31.12.9999	101	10
0000156593	000000000000009174	HUMAN STAIN  (DVD)OTH	44.42	30.12.2009	31.12.9999	101	10
0000156594	000000000000009175	YOUNG ADAM (DVD)OTH	29.61	30.12.2009	31.12.9999	101	10
0000156595	000000000000009182	HE SEE'S YOU WHEN YOU'RE SLEEPING(DVD)OT	29.61	30.12.2009	31.12.9999	101	10
0000156596	000000000000009184	HOLLOW ,THE (DVD) OTH	24.45	30.12.2009	31.12.9999	101	10
0000156597	000000000000009185	MOVING MALCOLM (DVD) OTH	29.61	30.12.2009	31.12.9999	101	10
0000156598	000000000000009192	PROMISE KEPT ,A (DVD)OTH	29.61	30.12.2009	31.12.9999	101	10
0000156599	000000000000009202	GOSPEL OF JOHN ,THE (DVD) OTH	59.25	30.12.2009	31.12.9999	101	10
0000156600	000000000000009231	JOB ,THE (DVD) OTH	24.45	30.12.2009	31.12.9999	101	10
0000156601	000000000000009232	BAY OF LOVE & SORROWS (DVD)OTH	29.61	30.12.2009	31.12.9999	101	10
0000156602	000000000000009233	CRIME OF PASSION , A (DVD) OTH	29.61	30.12.2009	31.12.9999	101	10
0000156603	000000000000009236	OH SCHUCKS I'M GATVOL (DVD) OTH	74.06	30.12.2009	31.12.9999	101	10
0000156604	000000000000009237	SHATTERED GLASS (DVD) OTH	44.42	30.12.2009	31.12.9999	101	10
0000156605	000000000000009243	YOU MUST BE JOKING TOO - (DVD)OTH	59.25	30.12.2009	31.12.9999	101	10
0000156606	000000000000009244	OH SCHUCKS SCHUSTER - (DVD) OTH	59.25	30.12.2009	31.12.9999	101	10
0000156607	000000000000009250	FORGIVENESS (DVD)OTH	74.06	30.12.2009	31.12.9999	101	10
0000156608	000000000000009252	HELP EK IS 'N VIS (DVD) FLIP B	37.02	30.12.2009	31.12.9999	101	10
0000156609	000000000000009277	HUNGRY HEARTS (DVD)OTH	29.61	30.12.2009	31.12.9999	101	10
0000156610	000000000000009283	TEXAS CHAINSAW MASSACRE (DVD) OTH	44.42	30.12.2009	31.12.9999	101	10
0000156611	000000000000009284	WE'LL MEET AGAIN (DVD) OTH	29.61	30.12.2009	31.12.9999	101	10
0000156612	000000000000009288	GIRL WITH A PEARL EARRING (DVD) OTH	44.42	30.12.2009	31.12.9999	101	10
0000156613	000000000000009296	CABIN FEVER (DVD) OTH	44.42	30.12.2009	31.12.9999	101	10
0000156614	000000000000009315	TERROR , THE (DVD) OTH	74.06	30.12.2009	31.12.9999	101	10
0000156615	000000000000009316	TILL THE CLOUDS ROLL BY (DVD) OTH	74.06	30.12.2009	31.12.9999	101	10
0000156616	000000000000009317	LITTLE PRINCESS , THE (DVD) OTH	74.06	30.12.2009	31.12.9999	101	10
0000156617	000000000000009318	LAST TIME I SAW PARIS ,THE (DVD) OTH	74.06	30.12.2009	31.12.9999	101	10
0000156618	000000000000009319	STAR IS BORN ,A (DVD) OTH	74.06	30.12.2009	31.12.9999	101	10
0000156619	000000000000009320	LIFE WITH FATHER (DVD) OTH	74.06	30.12.2009	31.12.9999	101	10
0000156620	000000000000009331	PROUD REBEL (DVD) OTH	74.06	30.12.2009	31.12.9999	101	10
0000156621	000000000000009334	ELVIS HAS LEFT THE BUILDING (DVD) OTH	44.42	30.12.2009	31.12.9999	101	10
0000156622	000000000000009340	STRANGER AT THE DOOR (DVD) OTH	29.61	30.12.2009	31.12.9999	101	10
0000156623	000000000000009342	WONDERLAND (DVD) OTH	44.42	30.12.2009	31.12.9999	101	10
0000156624	000000000000009345	THEY ARE AMONG US (DVD)OTH	44.42	30.12.2009	31.12.9999	101	10
0000156625	000000000000009347	KILL BILL VOL 2 (DVD)OTH	44.42	30.12.2009	31.12.9999	101	10
0000156626	000000000000009348	PAID IN FULL (DVD) OTH	24.45	30.12.2009	31.12.9999	101	10
0000156627	000000000000009363	SHERLOCK : A CASE OF EVIL (DVD) OTH	29.61	30.12.2009	31.12.9999	101	10
0000156628	000000000000009364	PERFECT OPPPOSITES (DVD) OTH	24.45	30.12.2009	31.12.9999	101	10
0000156629	000000000000009366	DUPLEX (DVD)OTH	74.06	30.12.2009	31.12.9999	101	10
0000156630	000000000000009367	IRISH EYES (DVD) OTH	29.61	30.12.2009	31.12.9999	101	10
0000156631	000000000000009373	PUNISHER, THE (DVD) SPHE	59.25	30.12.2009	31.12.9999	101	10
0000156632	000000000000009374	BRIGHT YOUNG THINGS (DVD) OTH	44.42	30.12.2009	31.12.9999	101	10
0000156633	000000000000009433	NO WITNESS (DVD) OTH	24.45	30.12.2009	31.12.9999	101	10
0000156634	000000000000009434	RONE VIRUS (DVD) OTH	29.61	30.12.2009	31.12.9999	101	10
0000156635	000000000000009435	REFLEX ACTION (DVD) OTH	29.61	30.12.2009	31.12.9999	101	10
0000156636	000000000000009436	DOGVILLE (DVD) OTH	44.42	30.12.2009	31.12.9999	101	10
0000156637	000000000000009437	SONNY (DVD) OTH	29.61	30.12.2009	31.12.9999	101	10
0000156638	000000000000009438	ETERNAL SUNSHINE (DVD) OTH	44.42	30.12.2009	31.12.9999	101	10
0000156639	000000000000009461	HAPPY ENDINGS (DVD) OTH	44.42	30.12.2009	31.12.9999	101	10
0000156640	000000000000009478	SYLVIA  (DVD) OTH	44.42	30.12.2009	31.12.9999	101	10
0000156641	000000000000009479	ACTORS, THE (DVD) OTH	37.02	30.12.2009	31.12.9999	101	10
0000156642	000000000000009480	BOYS FROM COUNTY CLARE (DVD) OTH	37.02	30.12.2009	31.12.9999	101	10
0000156643	000000000000009488	RARE BIRDS (DVD) OTH	29.61	30.12.2009	31.12.9999	101	10
0000156644	000000000000009509	MAY (DVD) OTH	29.61	30.12.2009	31.12.9999	101	10
0000156645	000000000000009510	GINGER SNAPS 2 UNLEASHED (DVD) OTH	24.45	30.12.2009	31.12.9999	101	10
0000156646	000000000000009511	PILOT'S WIFE , THE (DVD) OTH	24.45	30.12.2009	31.12.9999	101	10
0000156647	000000000000009512	CIVIL BRAND (DVD) OTH	29.61	30.12.2009	31.12.9999	101	10
0000156648	000000000000009513	EDGE OF MADNESS (DVD) OTH	24.45	30.12.2009	31.12.9999	101	10
0000156649	000000000000009514	BREAKING DAWN (DVD) OTH	29.61	30.12.2009	31.12.9999	101	10
0000156650	000000000000009515	JERSEY GIRL (DVD)	44.42	30.12.2009	31.12.9999	101	10
0000156651	000000000000009517	SAVING EMILY (DVD) OTH	24.45	30.12.2009	31.12.9999	101	10
0000156652	000000000000009518	GINGER SNAPS 3 BACK (DVD) OTH	24.45	30.12.2009	31.12.9999	101	10
0000156653	000000000000009519	STATE PROPERTY (DVD) OTH	24.45	30.12.2009	31.12.9999	101	10
0000156654	000000000000009534	GODSEND RETAIL (DVD) OTH	24.45	30.12.2009	31.12.9999	101	10
0000156655	000000000000009536	NAKED TEMPTATION (DVD) OTH	29.61	30.12.2009	31.12.9999	101	10
0000156656	000000000000009537	DANGEROUS SEX GAMES (DVD) OTH	29.61	30.12.2009	31.12.9999	101	10
0000156657	000000000000009539	EROTIC DESIRES (DVD) OTH	29.61	30.12.2009	31.12.9999	101	10
0000156658	000000000000009542	DIARY OF SEDUCTION (DVD) OTH	29.61	30.12.2009	31.12.9999	101	10
0000156659	000000000000009543	DEVIANT VIXENS VOL 1(DVD) OTH	29.61	30.12.2009	31.12.9999	101	10
0000156660	000000000000009544	DEVIANT VIXENS VOL 2 (DVD) OTH	29.61	30.12.2009	31.12.9999	101	10
0000156661	000000000000009546	LAST TUNNEL ,THE (DVD) OTH	29.61	30.12.2009	31.12.9999	101	10
0000156662	000000000000009547	BETRAYED (DVD) OTH	29.61	30.12.2009	31.12.9999	101	10
0000156663	000000000000009549	LUTHER (DVD) OTH	59.25	30.12.2009	31.12.9999	101	10
0000156664	000000000000009550	WHIRLY GIRL (DVD) OTH	29.61	30.12.2009	31.12.9999	101	10
0000156665	000000000000009554	FATAL LESSONS (DVD) OTH	24.45	30.12.2009	31.12.9999	101	10
0000156666	000000000000009556	MOSCOW HEAT (DVD) OTH	24.45	30.12.2009	31.12.9999	101	10
0000156667	000000000000009557	COMPANY, THE (DVD) OTH	44.42	30.12.2009	31.12.9999	101	10
0000156668	000000000000009558	ELLA ENCHANTED (DVD) OTH	37.02	30.12.2009	31.12.9999	101	10
0000156669	000000000000009571	DRACULA 3 LEGACY - 2005 (DVD) OTH	37.02	30.12.2009	31.12.9999	101	10
0000156670	000000000000009572	HELLRAISER 8: HELLWORLD (DVD) OTH	29.61	30.12.2009	31.12.9999	101	10
0000156671	000000000000009578	DEADLY VISIONS (DVD) OTH	24.45	30.12.2009	31.12.9999	101	10
0000156672	000000000000009584	HOUSE OF A 1000 CORPSES (DVD) OTH	37.02	30.12.2009	31.12.9999	101	10
0000156673	000000000000009585	OPEN WATER (DVD) OTH	24.45	30.12.2009	31.12.9999	101	10
0000156674	000000000000009586	GET WELL SOON (DVD) OTH	29.61	30.12.2009	31.12.9999	101	10
0000156675	000000000000009587	BRIDE AND PREJUDICE (DVD) OTH	24.45	30.12.2009	31.12.9999	101	10
0000156676	000000000000009588	TOUCHING THE  VOID (DVD) OTH	44.42	30.12.2009	31.12.9999	101	10
0000156677	000000000000009589	DOOR IN THE FLOOR (DVD) OTH	44.42	30.12.2009	31.12.9999	101	10
0000156678	000000000000009603	LOVER'S REVENGE , A (DVD) OTH	29.61	30.12.2009	31.12.9999	101	10
0000156679	000000000000009608	FRANKENSTEIN (DVD) OTH	37.02	30.12.2009	31.12.9999	101	10
0000156680	000000000000009612	GRAVEYARD, THE (DVD) OTH	29.61	30.12.2009	31.12.9999	101	10
0000156681	000000000000009615	SIMPLE LIES  (DVD) OTH	29.61	30.12.2009	31.12.9999	101	10
0000156682	000000000000009639	FINDING NEVERLAND (DVD) OTH	44.42	30.12.2009	31.12.9999	101	10
0000156683	000000000000009641	SUZIE GOLD (DVD) OTH	44.42	30.12.2009	31.12.9999	101	10
0000156684	000000000000009642	NEMESIS GAME (DVD) OTH	24.45	30.12.2009	31.12.9999	101	10
0000156685	000000000000009643	CUBE ZERO  (DVD) OTH	24.45	30.12.2009	31.12.9999	101	10
0000156686	000000000000009645	STORY OF AN AFRICAN FARM (DVD) OTH	74.06	30.12.2009	31.12.9999	101	10
0000156687	000000000000009649	MAX & MONA (DVD) OTH	24.45	30.12.2009	31.12.9999	101	10
0000156688	000000000000009665	ONCE UPON A TIME IN THE HOOD (DVD) OTH	24.45	30.12.2009	31.12.9999	101	10
0000156689	000000000000009667	ENTRUSTED (DVD) OTH	37.02	30.12.2009	31.12.9999	101	10
0000156690	000000000000009668	MADHOUSE (DVD) OTH	37.02	30.12.2009	31.12.9999	101	10
0000156691	000000000000009669	POKEMON THE MOVIE 6:JIRACHI WISK(DVD)OTH	37.02	30.12.2009	31.12.9999	101	10
0000156692	000000000000009672	OZZIE (DVD) OTH	37.02	30.12.2009	31.12.9999	101	10
0000156693	000000000000009673	PRINCE AND ME, THE (DVD) OTH	37.02	30.12.2009	31.12.9999	101	10
0000156694	000000000000009677	FREEDIVER (DVD) OTH	29.61	30.12.2009	31.12.9999	101	10
0000156695	000000000000009680	MY BABY'S DADDY (DVD) OTH	44.42	30.12.2009	31.12.9999	101	10
0000156696	000000000000009682	KNOTS (DVD) OTH	24.45	30.12.2009	31.12.9999	101	10
0000156697	000000000000009683	BAD EDUCATION (DVD) OTH	74.06	30.12.2009	31.12.9999	101	10
0000156698	000000000000009695	MEAN CREEK  (DVD) OTH	44.42	30.12.2009	31.12.9999	101	10
0000156699	000000000000009698	DEAR FRANKIE (DVD) OTH	44.42	30.12.2009	31.12.9999	101	10
0000156700	000000000000009701	WAITING  (DVD) OTH	44.42	30.12.2009	31.12.9999	101	10
0000156701	000000000000009708	TORN APART (DVD) OTH	24.45	30.12.2009	31.12.9999	101	10
0000156702	000000000000009709	SHALLOW GROUND (DVD) OTH	24.45	30.12.2009	31.12.9999	101	10
0000156703	000000000000009716	VANITY FAIR (DVD) OTH	44.42	30.12.2009	31.12.9999	101	10
0000156704	000000000000009717	MIMIC 3: SENTINEL (DVD) OTH	24.45	30.12.2009	31.12.9999	101	10
0000156705	000000000000009719	SAW (DVD) OTH	44.42	30.12.2009	31.12.9999	101	10
0000156706	000000000000009723	FLYER , THE (DVD) OTH	74.06	30.12.2009	16.08.2012	101	10
0000156707	000000000000009767	2ND STAR TO THE LEFT (DVD) OTHER	37.02	30.12.2009	31.12.9999	101	10
0000156708	000000000000009790	PERFECT NEIGHBOUR (DVD) OTH	29.61	30.12.2009	31.12.9999	101	10
0000156709	000000000000009793	BLIND TERROR (DVD) OTH	24.45	30.12.2009	31.12.9999	101	10
0000156710	000000000000009796	VIEW OF TERROR (DVD) OTH	24.45	30.12.2009	31.12.9999	101	10
0000156711	000000000000009804	DRIVE BY (DVD) OTH	24.45	30.12.2009	31.12.9999	101	10
0000156712	000000000000009806	CARMEN IN KHAYELITSHA (DVD) OTH	74.06	30.12.2009	31.12.9999	101	10
0000156713	000000000000009809	TODAY YOU DIE (DVD) OTH	37.02	30.12.2009	31.12.9999	101	10
0000156714	000000000000009810	SOUTH OF HEAVEN WEST OF HELL (DVD)OTH	24.45	30.12.2009	31.12.9999	101	10
0000156715	000000000000009828	DEAD SILENCE (DVD) OTH	24.45	30.12.2009	31.12.9999	101	10
0000156716	000000000000009829	WICKER PARK (DVD) OTH	44.42	30.12.2009	31.12.9999	101	10
0000156717	000000000000009840	BASIL BRUSH VOL 1 EPS 2 (DVD) OTH	37.02	30.12.2009	31.12.9999	101	10
0000156718	000000000000009866	CONNIE & CARLA (DVD) OTH	44.42	30.12.2009	31.12.9999	101	10
0000156719	000000000000009869	LIFE & DEATH OF PETER SELLERS (DVD) OTH	44.42	30.12.2009	31.12.9999	101	10
0000156720	000000000000009886	AVENGING APES OF AFRICA (DVD) OTH	37.02	30.12.2009	31.12.9999	101	10
0000156721	000000000000009888	WHEN WILL I BE LOVED (DVD) OTH	24.45	30.12.2009	31.12.9999	101	10
0000156722	000000000000009889	BROTHERS GRIMM  (DVD) OTH	74.06	30.12.2009	31.12.9999	101	10
0000156723	000000000000009894	PERSONAL EFFECTS (DVD) OTH	29.61	30.12.2009	31.12.9999	101	10
0000156724	000000000000009952	TRACKS  (DVD) OTH	29.61	30.12.2009	31.12.9999	101	10
0000156725	000000000000009954	LUCKY 13  (DVD) OTH	24.45	30.12.2009	31.12.9999	101	10
0000156726	000000000000009957	HOTEL RWANDA (DVD) OTH	59.25	30.12.2009	31.12.9999	101	10
0000156727	000000000000009959	LAYER CAKE (DVD) SPHE	74.06	30.12.2009	31.12.9999	101	10
0000156728	000000000000009991	ROMEO &JULIET:SEALED WITH A KISS(DVD)OTH	37.02	30.12.2009	31.12.9999	101	10
0000156729	000000000000009992	FAIRY TALE CHRISTMAS ,A (DVD)OTH	37.02	30.12.2009	31.12.9999	101	10
0000156730	000000000000009994	FREEZE FRAME (DVD) OTH	29.61	30.12.2009	31.12.9999	101	10
0000156731	000000000000009995	ASSAULT ON PRECINCT 13 (DVD) OTH	44.42	30.12.2009	31.12.9999	101	10
0000156732	000000000000009996	IN GOOD COMPANY  (DVD) OTH	44.42	30.12.2009	31.12.9999	101	10
0000156733	000000000000009997	CURSED  (DVD) OTH	44.42	30.12.2009	31.12.9999	101	10
0000156734	000000000000009998	HIT ME  (DVD) OTH	24.45	30.12.2009	31.12.9999	101	10
0000156735	000000000000009999	FIGHTING TOMMY RILEY (DVD) OTH	24.45	30.12.2009	31.12.9999	101	10
0000156736	000000000000010000	MILLIONS (DVD) OTH	44.42	30.12.2009	31.12.9999	101	10
0000156737	000000000000010001	DEEPWATER (2005)  (DVD) OTH	29.61	30.12.2009	31.12.9999	101	10
0000156738	000000000000010002	FREESTYLE (DVD) OTH	37.02	30.12.2009	31.12.9999	101	10
0000156739	000000000000010004	TUTENSTEIN VOL 1 (DVD) OTH	37.02	30.12.2009	31.12.9999	101	10
0000156740	000000000000010005	CHRISTMAS DINOSAUR (DVD) OTH	37.02	30.12.2009	31.12.9999	101	10
0000156741	000000000000010006	VERY WOMPKEE CHRISTMAS ,A (DVD) OTH	37.02	30.12.2009	31.12.9999	101	10
0000156742	000000000000010010	CRAZY MONKEY  (DVD) OTH	44.42	30.12.2009	31.12.9999	101	10
0000156743	000000000000010011	12 DOGS OF CHRISTMAS (DVD) OTH	37.02	30.12.2009	31.12.9999	101	10
0000156744	000000000000010019	HAUNTED PUMPKIN OF SLEEPY HOLLOW(DVD)OTH	37.02	30.12.2009	31.12.9999	101	10
0000156745	000000000000010023	HUSH (DVD) OTH	59.25	30.12.2009	31.12.9999	101	10
0000156746	000000000000010025	TRIPPING WIRE (DVD) OTH	29.61	30.12.2009	31.12.9999	101	10
0000156747	000000000000010027	ALIBI , THE (DVD) OTH	37.02	30.12.2009	31.12.9999	101	10
0000156748	000000000000010028	PARTNERS (DVD) OTH	24.45	30.12.2009	31.12.9999	101	10
0000156749	000000000000010061	TUTENSTEIN VOL 2 (DVD) OTH	37.02	30.12.2009	31.12.9999	101	10
0000156750	000000000000010082	BROKEN FLOWERS  (DVD) OTH	44.42	30.12.2009	31.12.9999	101	10
0000156751	000000000000010092	TOOTH   (DVD) OTH	44.42	30.12.2009	31.12.9999	101	10
0000156752	000000000000010100	SIN CITY (DVD) OTH	44.42	30.12.2009	31.12.9999	101	10
0000156753	000000000000010102	CANDID SEX (DVD) OTH	29.61	30.12.2009	31.12.9999	101	10
0000156754	000000000000010106	DECEPTION  (DVD) OTH	29.61	30.12.2009	31.12.9999	101	10
0000156755	000000000000010115	SEED OF CHUCKY  (DVD) OTH	44.42	30.12.2009	31.12.9999	101	10
0000156756	000000000000010116	PS (DVD) OTH	44.42	30.12.2009	31.12.9999	101	10
0000156757	000000000000010134	RIZE (DVD) OTH	24.45	30.12.2009	31.12.9999	101	10
0000156758	000000000000010135	SAW 2 (DVD) OTH	44.42	30.12.2009	31.12.9999	101	10
0000156759	000000000000010136	ASSASSINATION OF RICHARD NIXON (DVD)OTH	37.02	30.12.2009	31.12.9999	101	10
0000156760	000000000000010139	LITTLEST LIGHT ON CHRISTMAS TREE(DVD)OTH	37.02	30.12.2009	31.12.9999	101	10
0000156761	000000000000010142	TUTENSTEIN VOL 3 (DVD) OTH	37.02	30.12.2009	31.12.9999	101	10
0000156762	000000000000010143	SCARY GODMOTHER  (DVD) OTH	37.02	30.12.2009	31.12.9999	101	10
0000156763	000000000000010144	CLASSIC CHILDREN'S TALES VOL 1(DVD) OTH	37.02	30.12.2009	31.12.9999	101	10
0000156764	000000000000010149	FINAL CUT  (DVD) OTH	44.42	30.12.2009	31.12.9999	101	10
0000156765	000000000000010150	COOKOUT (DVD) OTH	44.42	30.12.2009	31.12.9999	101	10
0000156766	000000000000010164	BRIDES  (DVD) OTH	44.42	30.12.2009	31.12.9999	101	10
0000156767	000000000000010171	HOUSE OF FLYING DAGGERS (DVD) OTH	44.42	30.12.2009	31.12.9999	101	10
0000156768	000000000000010173	BATTLE OF SHAKERS HEIGHTS (DVD) OTH	24.45	30.12.2009	31.12.9999	101	10
0000156769	000000000000010176	AMITYVILLE  HORROR , THE (DVD) OTH	37.02	30.12.2009	31.12.9999	101	10
0000156770	000000000000010178	CREEP   (DVD) OTH	44.42	30.12.2009	31.12.9999	101	10
0000156771	000000000000010179	NO WAY UP (DVD) OTH	29.61	30.12.2009	31.12.9999	101	10
0000156772	000000000000010192	RENDERING , THE  (DVD) OTH	29.61	30.12.2009	31.12.9999	101	10
0000156773	000000000000010196	EASTER EGG ESCAPADE  (DVD) OTH	37.02	30.12.2009	31.12.9999	101	10
0000156774	000000000000010210	DUNGEONS & DRAGONS 2: WRATH (DVD) OTH	24.45	30.12.2009	31.12.9999	101	10
0000156775	000000000000010213	VLINDERVANGER, DIE (DVD)OTH	74.06	30.12.2009	31.08.2010	101	10
0000156776	000000000000010214	WEERSKANT DIE NAG (DVD)OTH	74.06	30.12.2009	31.08.2010	101	10
0000156777	000000000000010219	DIRKIE/DIRKIE LOST IN THE DESERT (DVD)OT	74.06	30.12.2009	16.08.2012	101	10
0000156778	000000000000010220	PROFESSOR EN DIE PRIKKELPOP (DVD)OTH	74.06	30.12.2009	31.08.2010	101	10
0000156779	000000000000010225	TUTENSTEIN VOL 4 (DVD) OTH	37.02	30.12.2009	31.12.9999	101	10
0000156780	000000000000010235	DARK , THE (DVD) OTH	37.02	30.12.2009	31.12.9999	101	10
0000156781	000000000000010238	RING GIRLS  (DVD) OTH	29.61	30.12.2009	31.12.9999	101	10
0000156782	000000000000010241	NOEL  (DVD) OTH	44.42	30.12.2009	31.12.9999	101	10
0000156783	000000000000010246	CONSTANT GARDENER, THE (DVD) OTH	44.42	30.12.2009	31.12.9999	101	10
0000156784	000000000000010257	CRAZY LOVE  (DVD) OTH	29.61	30.12.2009	31.12.9999	101	10
0000156785	000000000000010263	MELTDOWN (DVD) OTH	29.61	30.12.2009	31.12.9999	101	10
0000156786	000000000000010266	BOY CALLED TWIST , A (DVD) OTH	37.02	30.12.2009	31.12.9999	101	10
0000156787	000000000000010270	NAKED EXPOSURE (DVD) OTH	29.61	30.12.2009	31.12.9999	101	10
0000156788	000000000000010271	KINKY SEX CLUB  (DVD) OTH	29.61	30.12.2009	31.12.9999	101	10
0000156789	000000000000010282	TUTENSTEIN VOL 5 (DVD) OTH	37.02	30.12.2009	31.12.9999	101	10
0000156790	000000000000010299	TUTENSTEIN VOL 6 (DVD) OTH	37.02	30.12.2009	31.12.9999	101	10
0000156791	000000000000010306	MAID OF HONOR (DVD) OTH	59.25	30.12.2009	31.12.9999	101	10
0000156792	000000000000010307	STREET OF LEGEND - 4 NOZA (DVD) OTH	24.45	30.12.2009	31.12.9999	101	10
0000156793	000000000000010330	SINFUL DEEDS (DVD) OTH	29.61	30.12.2009	31.12.9999	101	10
0000156794	000000000000010331	TSOTSI (DVD) OTH	74.06	30.12.2009	16.08.2012	101	10
0000156795	000000000000010333	DOWNFALL (DVD) OTH	29.61	30.12.2009	31.12.9999	101	10
0000156796	000000000000010363	AGTER ELKE MAN  (DVD) OTH	74.06	30.12.2009	31.12.9999	101	10
0000156797	000000000000010364	LEON SCHUSTER: WAAR DIE RES WOLHAAR(DVD)	74.06	30.12.2009	31.08.2010	101	10
0000156798	000000000000010392	TUTENSTEIN VOL 7 (DVD) OTH	37.02	30.12.2009	31.12.9999	101	10
0000156799	000000000010200207	BARE NAKED GIRLS  (DVD) OTH	29.61	30.12.2009	31.12.9999	101	10
0000156800	000000000010200400	APE , THE  (DVD) OTH	24.45	30.12.2009	31.12.9999	101	10
0000156801	000000000010200401	LOST LAKE (DVD) OTH	24.45	30.12.2009	31.12.9999	101	10
0000156802	000000000010200402	HARD EASY  (DVD) OTH	29.61	30.12.2009	31.12.9999	101	10
0000156803	000000000010200403	BROKEBACK MOUNTAIN (DVD) OTH	44.42	30.12.2009	31.12.9999	101	10
